,user_id,item_id,date,timestamp
0,R_0pRmRjHkwStzNQJ,SNACK_FOOD_BAR,2020-03-01,1583074800
1,R_0pRmRjHkwStzNQJ,ABIS_BOOK,2020-03-01,1583074800
2,R_0wCTiXC54rMN0J3,MEDICATION,2020-03-01,1583074800
3,R_129jUlsvVcVBDur,VITAMIN,2020-03-01,1583074800
4,R_129jUlsvVcVBDur,LAB_CHEMICAL,2020-03-01,1583074800
5,R_129jUlsvVcVBDur,TOWEL_HOLDER,2020-03-01,1583074800
6,R_129jUlsvVcVBDur,HOME_FURNITURE_AND_DECOR,2020-03-01,1583074800
7,R_129jUlsvVcVBDur,HEALTH_PERSONAL_CARE,2020-03-01,1583074800
8,R_12QFQ7lCIls8sRd,SNACK_FOOD_BAR,2020-03-01,1583074800
9,R_1C4nKyrv0w2thJn,SKIN_CLEANING_AGENT,2020-03-01,1583074800
10,R_1C4nKyrv0w2thJn,HEALTH_PERSONAL_CARE,2020-03-01,1583074800
11,R_1C4nKyrv0w2thJn,SCREEN_PROTECTOR,2020-03-01,1583074800
12,R_1C4nKyrv0w2thJn,ABIS_BOOK,2020-03-01,1583074800
13,R_1C4nKyrv0w2thJn,HAIR_ROLLER,2020-03-01,1583074800
14,R_1C4nKyrv0w2thJn,PET_FOOD,2020-03-01,1583074800
15,R_1C4nKyrv0w2thJn,CELLULAR_PHONE_CASE,2020-03-01,1583074800
16,R_1C4nKyrv0w2thJn,SKIN_CLEANING_AGENT,2020-03-01,1583074800
17,R_1C4nKyrv0w2thJn,PANTS,2020-03-01,1583074800
18,R_1C75XRebT1eliL0,PET_FOOD,2020-03-01,1583074800
19,R_1C9YUFD8GunlGej,COSMETIC_SPONGE,2020-03-01,1583074800
20,R_1DJ4QJgrJwK7g3Y,HEALTH_PERSONAL_CARE,2020-03-01,1583074800
21,R_1DJ4QJgrJwK7g3Y,SKIN_CLEANING_AGENT,2020-03-01,1583074800
22,R_1DYWdbAMt6LyCZH,SCREEN_PROTECTOR,2020-03-01,1583074800
23,R_1I6meOeB0piHEX8,MEDICATION,2020-03-01,1583074800
24,R_1I6meOeB0piHEX8,THERMOMETER,2020-03-01,1583074800
25,R_1I6meOeB0piHEX8,TOYS_AND_GAMES,2020-03-01,1583074800
26,R_1IaQCAaU1CcbXWO,VITAMIN,2020-03-01,1583074800
27,R_1IaQCAaU1CcbXWO,LIGHT_FIXTURE,2020-03-01,1583074800
28,R_1IaQCAaU1CcbXWO,CHARGING_ADAPTER,2020-03-01,1583074800
29,R_1JDhRjAMiEkIuKT,DIGITAL_PICTURE_FRAME,2020-03-01,1583074800
30,R_1KkFs7rgWXlWf58,HEALTH_PERSONAL_CARE,2020-03-01,1583074800
31,R_1KkFs7rgWXlWf58,CELLULAR_PHONE_CASE,2020-03-01,1583074800
32,R_1Kru2C0Zf28ZbQ0,ANIMAL_CAGE,2020-03-01,1583074800
33,R_1Kru2C0Zf28ZbQ0,ABIS_BOOK,2020-03-01,1583074800
34,R_1MY7yxvExjQWTkv,PET_FOOD,2020-03-01,1583074800
35,R_1Qyzwfx5HrXdw4U,NUTRITIONAL_SUPPLEMENT,2020-03-01,1583074800
36,R_1Qyzwfx5HrXdw4U,WEIGHT_RACK,2020-03-01,1583074800
37,R_1Qyzwfx5HrXdw4U,WEIGHT_RACK,2020-03-01,1583074800
38,R_1Qyzwfx5HrXdw4U,FOOD_STORAGE_BAG,2020-03-01,1583074800
39,R_1Qyzwfx5HrXdw4U,SHOES,2020-03-01,1583074800
40,R_1Qyzwfx5HrXdw4U,MEDICATION,2020-03-01,1583074800
41,R_1Qyzwfx5HrXdw4U,PHYSICAL_MOVIE,2020-03-01,1583074800
42,R_1Qyzwfx5HrXdw4U,ABIS_BOOK,2020-03-01,1583074800
